heave,adjusted_roll,steered_angle,Inner Wheel,Outer Wheel,camber_change
-1.5,-1.5,0.523598776,7.56,8.82,-1.21
-1.25,-1.5,0.523598776,7.53,8.66,-0.86
-1,-1.5,0.523598776,7.52,8.5,-0.51
-0.75,-1.5,0.523598776,7.53,8.36,-0.14
-0.5,-1.5,0.523598776,7.56,8.23,0.23
-0.25,-1.5,0.523598776,7.62,8.11,0.61
0,-1.5,0.523598776,7.7,8,1
0.25,-1.5,0.523598776,7.8,7.91,1.39
0.5,-1.5,0.523598776,7.93,7.83,1.8
0.75,-1.5,0.523598776,8.09,7.77,2.21
1,-1.5,0.523598776,8.27,7.73,2.63
1.25,-1.5,0.523598776,8.47,7.72,3.06
1.5,-1.5,0.523598776,8.7,7.72,3.5
1.75,-1.5,0.523598776,8.96,7.75,3.95
2,-1.5,0.523598776,9.24,7.8,4.41
-2,-1.75,0.523598776,7.64,9.25,-1.75
-1.75,-1.75,0.523598776,7.59,9.07,-1.41
-1.5,-1.75,0.523598776,7.55,8.9,-1.06
-1.25,-1.75,0.523598776,7.52,8.73,-0.71
-1,-1.75,0.523598776,7.52,8.57,-0.35
-0.75,-1.75,0.523598776,7.54,8.42,0.02
-0.5,-1.75,0.523598776,7.58,8.28,0.39
-0.25,-1.75,0.523598776,7.65,8.16,0.78
0,-1.75,0.523598776,7.74,8.04,1.17
0.25,-1.75,0.523598776,7.85,7.94,1.57
0.5,-1.75,0.523598776,7.99,7.86,1.97
0.75,-1.75,0.523598776,8.16,7.79,2.39
1,-1.75,0.523598776,8.35,7.75,2.81
1.25,-1.75,0.523598776,8.57,7.72,3.25
1.5,-1.75,0.523598776,8.81,7.72,3.69
1.75,-1.75,0.523598776,9.08,7.73,4.14
2,-1.75,0.523598776,9.37,7.78,4.61
-2,-2,0.523598776,7.62,9.33,-1.6
-1.75,-2,0.523598776,7.57,9.15,-1.26
-1.5,-2,0.523598776,7.53,8.97,-0.91
-1.25,-2,0.523598776,7.52,8.8,-0.55
-1,-2,0.523598776,7.53,8.64,-0.19
-0.75,-2,0.523598776,7.56,8.48,0.18
-0.5,-2,0.523598776,7.61,8.34,0.56
-0.25,-2,0.523598776,7.69,8.21,0.95
0,-2,0.523598776,7.79,8.09,1.34
0.25,-2,0.523598776,7.91,7.98,1.74
0.5,-2,0.523598776,8.06,7.89,2.15
0.75,-2,0.523598776,8.24,7.82,2.57
1,-2,0.523598776,8.44,7.77,3
1.25,-2,0.523598776,8.67,7.73,3.43
1.5,-2,0.523598776,8.92,7.72,3.88
1.75,-2,0.523598776,9.2,7.72,4.34
2,-2,0.523598776,9.5,7.75,4.81
-2,2,0.698131701,10.58,10.87,-3.82
-1.75,2,0.698131701,10.48,10.77,-3.52
-1.5,2,0.698131701,10.38,10.67,-3.21
-1.25,2,0.698131701,10.3,10.59,-2.9
-1,2,0.698131701,10.22,10.52,-2.58
-0.75,2,0.698131701,10.16,10.46,-2.25
-0.5,2,0.698131701,10.1,10.41,-1.92
-0.25,2,0.698131701,10.06,10.37,-1.58
0,2,0.698131701,10.03,10.35,-1.23
0.25,2,0.698131701,10.01,10.35,-0.88
0.5,2,0.698131701,10.01,10.36,-0.52
0.75,2,0.698131701,10.02,10.38,-0.15
1,2,0.698131701,10.04,10.43,0.22
1.25,2,0.698131701,10.09,10.49,0.61
1.5,2,0.698131701,10.15,10.58,1
1.75,2,0.698131701,10.24,10.68,1.4
2,2,0.698131701,10.34,10.81,1.81
-2,1.75,0.698131701,10.53,10.92,-3.69
-1.75,1.75,0.698131701,10.44,10.81,-3.39
-1.5,1.75,0.698131701,10.35,10.71,-3.08
-1.25,1.75,0.698131701,10.27,10.62,-2.76
-1,1.75,0.698131701,10.19,10.55,-2.44
-0.75,1.75,0.698131701,10.13,10.48,-2.11
-0.5,1.75,0.698131701,10.08,10.43,-1.77
-0.25,1.75,0.698131701,10.04,10.39,-1.43
0,1.75,0.698131701,10.02,10.36,-1.08
0.25,1.75,0.698131701,10.01,10.35,-0.73
0.5,1.75,0.698131701,10.01,10.35,-0.36
0.75,1.75,0.698131701,10.03,10.37,0.01
1,1.75,0.698131701,10.06,10.41,0.39
1.25,1.75,0.698131701,10.11,10.46,0.78
1.5,1.75,0.698131701,10.19,10.54,1.17
1.75,1.75,0.698131701,10.28,10.64,1.58
2,1.75,0.698131701,10.39,10.75,1.99
-2,1.5,0.698131701,10.49,10.97,-3.56
-1.75,1.5,0.698131701,10.4,10.86,-3.26
-1.5,1.5,0.698131701,10.31,10.76,-2.94
-1.25,1.5,0.698131701,10.23,10.66,-2.62
-1,1.5,0.698131701,10.17,10.58,-2.3
-0.75,1.5,0.698131701,10.11,10.51,-1.97
-0.5,1.5,0.698131701,10.06,10.45,-1.63
-0.25,1.5,0.698131701,10.03,10.4,-1.28
0,1.5,0.698131701,10.01,10.37,-0.93
0.25,1.5,0.698131701,10,10.35,-0.57
0.5,1.5,0.698131701,10.01,10.35,-0.2
0.75,1.5,0.698131701,10.04,10.36,0.17
1,1.5,0.698131701,10.08,10.39,0.55
1.25,1.5,0.698131701,10.14,10.44,0.94
1.5,1.5,0.698131701,10.22,10.51,1.34
1.75,1.5,0.698131701,10.32,10.59,1.75
2,1.5,0.698131701,10.44,10.7,2.17
-2,1.25,0.698131701,10.45,11.02,-3.43
-1.75,1.25,0.698131701,10.36,10.91,-3.12
-1.5,1.25,0.698131701,10.28,10.8,-2.81
-1.25,1.25,0.698131701,10.2,10.7,-2.48
-1,1.25,0.698131701,10.14,10.61,-2.16
-0.75,1.25,0.698131701,10.09,10.54,-1.82
-0.5,1.25,0.698131701,10.05,10.47,-1.48
-0.25,1.25,0.698131701,10.02,10.42,-1.13
0,1.25,0.698131701,10.01,10.38,-0.78
0.25,1.25,0.698131701,10.01,10.36,-0.42
0.5,1.25,0.698131701,10.02,10.35,-0.05
0.75,1.25,0.698131701,10.06,10.35,0.33
1,1.25,0.698131701,10.11,10.37,0.72
1.25,1.25,0.698131701,10.17,10.41,1.11
1.5,1.25,0.698131701,10.26,10.47,1.51
1.75,1.25,0.698131701,10.37,10.55,1.93
2,1.25,0.698131701,10.5,10.65,2.35
-2,1,0.698131701,10.41,11.07,-3.3
-1.75,1,0.698131701,10.32,10.95,-2.99
-1.5,1,0.698131701,10.24,10.84,-2.67
-1.25,1,0.698131701,10.18,10.74,-2.34
-1,1,0.698131701,10.12,10.65,-2.01
-0.75,1,0.698131701,10.07,10.57,-1.67
-0.5,1,0.698131701,10.03,10.5,-1.33
-0.25,1,0.698131701,10.01,10.44,-0.98
0,1,0.698131701,10,10.4,-0.62
0.25,1,0.698131701,10.01,10.36,-0.26
0.5,1,0.698131701,10.03,10.35,0.12
0.75,1,0.698131701,10.07,10.35,0.5
1,1,0.698131701,10.13,10.36,0.88
1.25,1,0.698131701,10.21,10.4,1.28
1.5,1,0.698131701,10.3,10.45,1.69
1.75,1,0.698131701,10.42,10.52,2.1
2,1,0.698131701,10.56,10.61,2.53
-2,0.75,0.698131701,10.37,11.13,-3.16
-1.75,0.75,0.698131701,10.29,11.01,-2.85
-1.5,0.75,0.698131701,10.21,10.89,-2.53
-1.25,0.75,0.698131701,10.15,10.79,-2.2
-1,0.75,0.698131701,10.1,10.69,-1.87
-0.75,0.75,0.698131701,10.05,10.6,-1.53
-0.5,0.75,0.698131701,10.02,10.53,-1.18
-0.25,0.75,0.698131701,10.01,10.47,-0.83
0,0.75,0.698131701,10.01,10.41,-0.47
0.25,0.75,0.698131701,10.02,10.38,-0.1
0.5,0.75,0.698131701,10.05,10.35,0.28
0.75,0.75,0.698131701,10.1,10.35,0.66
1,0.75,0.698131701,10.16,10.35,1.05
1.25,0.75,0.698131701,10.25,10.38,1.45
1.5,0.75,0.698131701,10.35,10.42,1.86
1.75,0.75,0.698131701,10.48,10.48,2.28
2,0.75,0.698131701,10.62,10.57,2.71
-2,0.5,0.698131701,10.33,11.18,-3.03
-1.75,0.5,0.698131701,10.25,11.06,-2.71
-1.5,0.5,0.698131701,10.18,10.94,-2.39
-1.25,0.5,0.698131701,10.12,10.83,-2.06
-1,0.5,0.698131701,10.08,10.73,-1.72
-0.75,0.5,0.698131701,10.04,10.64,-1.38
-0.5,0.5,0.698131701,10.01,10.56,-1.03
-0.25,0.5,0.698131701,10,10.49,-0.67
0,0.5,0.698131701,10.01,10.43,-0.31
0.25,0.5,0.698131701,10.03,10.39,0.06
0.5,0.5,0.698131701,10.07,10.36,0.44
0.75,0.5,0.698131701,10.12,10.35,0.83
1,0.5,0.698131701,10.2,10.35,1.22
1.25,0.5,0.698131701,10.29,10.37,1.63
1.5,0.5,0.698131701,10.4,10.4,2.04
1.75,0.5,0.698131701,10.53,10.46,2.46
2,0.5,0.698131701,10.69,10.53,2.89
-2,0.25,0.698131701,10.3,11.24,-2.89
-1.75,0.25,0.698131701,10.22,11.11,-2.57
-1.5,0.25,0.698131701,10.16,10.99,-2.24
-1.25,0.25,0.698131701,10.1,10.88,-1.91
-1,0.25,0.698131701,10.06,10.77,-1.57
-0.75,0.25,0.698131701,10.03,10.68,-1.23
-0.5,0.25,0.698131701,10.01,10.59,-0.88
-0.25,0.25,0.698131701,10.01,10.52,-0.52
0,0.25,0.698131701,10.02,10.46,-0.15
0.25,0.25,0.698131701,10.04,10.41,0.22
0.5,0.25,0.698131701,10.09,10.37,0.61
0.75,0.25,0.698131701,10.15,10.35,1
1,0.25,0.698131701,10.23,10.35,1.39
1.25,0.25,0.698131701,10.33,10.36,1.8
1.5,0.25,0.698131701,10.45,10.38,2.22
1.75,0.25,0.698131701,10.6,10.43,2.64
2,0.25,0.698131701,10.76,10.5,3.08
-2,0,0.698131701,10.26,11.3,-2.75
-1.75,0,0.698131701,10.19,11.17,-2.43
-1.5,0,0.698131701,10.13,11.04,-2.1
-1.25,0,0.698131701,10.08,10.93,-1.77
-1,0,0.698131701,10.04,10.82,-1.42
-0.75,0,0.698131701,10.02,10.72,-1.08
-0.5,0,0.698131701,10.01,10.63,-0.72
-0.25,0,0.698131701,10.01,10.55,-0.36
0,0,0.698131701,10.03,10.48,0.01
0.25,0,0.698131701,10.06,10.43,0.39
0.5,0,0.698131701,10.11,10.39,0.77
0.75,0,0.698131701,10.18,10.36,1.17
1,0,0.698131701,10.27,10.35,1.57
1.25,0,0.698131701,10.38,10.35,1.98
1.5,0,0.698131701,10.51,10.37,2.4
1.75,0,0.698131701,10.66,10.41,2.83
2,0,0.698131701,10.84,10.47,3.27
-2,-0.25,0.698131701,10.23,11.36,-2.61
-1.75,-0.25,0.698131701,10.16,11.22,-2.29
-1.5,-0.25,0.698131701,10.11,11.09,-1.96
-1.25,-0.25,0.698131701,10.06,10.97,-1.62
-1,-0.25,0.698131701,10.03,10.86,-1.27
-0.75,-0.25,0.698131701,10.01,10.76,-0.92
-0.5,-0.25,0.698131701,10,10.67,-0.57
-0.25,-0.25,0.698131701,10.01,10.58,-0.2
0,-0.25,0.698131701,10.04,10.51,0.17
0.25,-0.25,0.698131701,10.08,10.45,0.55
0.5,-0.25,0.698131701,10.14,10.4,0.94
0.75,-0.25,0.698131701,10.22,10.37,1.34
1,-0.25,0.698131701,10.32,10.35,1.74
1.25,-0.25,0.698131701,10.44,10.35,2.16
1.5,-0.25,0.698131701,10.57,10.36,2.58
1.75,-0.25,0.698131701,10.73,10.39,3.01
2,-0.25,0.698131701,10.92,10.44,3.45
-2,-0.5,0.698131701,10.2,11.42,-2.47
-1.75,-0.5,0.698131701,10.14,11.28,-2.14
-1.5,-0.5,0.698131701,10.09,11.15,-1.81
-1.25,-0.5,0.698131701,10.05,11.03,-1.47
-1,-0.5,0.698131701,10.02,10.91,-1.12
-0.75,-0.5,0.698131701,10.01,10.8,-0.77
-0.5,-0.5,0.698131701,10.01,10.71,-0.41
-0.25,-0.5,0.698131701,10.02,10.62,-0.04
0,-0.5,0.698131701,10.06,10.54,0.33
0.25,-0.5,0.698131701,10.11,10.47,0.72
0.5,-0.5,0.698131701,10.17,10.42,1.11
0.75,-0.5,0.698131701,10.26,10.38,1.51
1,-0.5,0.698131701,10.37,10.36,1.92
1.25,-0.5,0.698131701,10.49,10.35,2.33
1.5,-0.5,0.698131701,10.64,10.35,2.76
1.75,-0.5,0.698131701,10.81,10.37,3.2
2,-0.5,0.698131701,11,10.42,3.64
-2,-0.75,0.698131701,10.17,11.48,-2.33
-1.75,-0.75,0.698131701,10.11,11.34,-2
-1.5,-0.75,0.698131701,10.07,11.2,-1.66
-1.25,-0.75,0.698131701,10.03,11.08,-1.32
-1,-0.75,0.698131701,10.01,10.96,-0.97
-0.75,-0.75,0.698131701,10,10.85,-0.61
-0.5,-0.75,0.698131701,10.01,10.75,-0.25
-0.25,-0.75,0.698131701,10.04,10.65,0.12
0,-0.75,0.698131701,10.07,10.57,0.5
0.25,-0.75,0.698131701,10.13,10.5,0.89
0.5,-0.75,0.698131701,10.21,10.44,1.28
0.75,-0.75,0.698131701,10.3,10.4,1.68
1,-0.75,0.698131701,10.42,10.36,2.09
1.25,-0.75,0.698131701,10.55,10.35,2.52
1.5,-0.75,0.698131701,10.71,10.35,2.95
1.75,-0.75,0.698131701,10.89,10.36,3.39
2,-0.75,0.698131701,11.09,10.4,3.84
-2,-1,0.698131701,10.15,11.54,-2.19
-1.75,-1,0.698131701,10.09,11.4,-1.85
-1.5,-1,0.698131701,10.05,11.26,-1.51
-1.25,-1,0.698131701,10.02,11.13,-1.17
-1,-1,0.698131701,10.01,11.01,-0.82
-0.75,-1,0.698131701,10.01,10.9,-0.46
-0.5,-1,0.698131701,10.02,10.79,-0.09
-0.25,-1,0.698131701,10.05,10.69,0.28
0,-1,0.698131701,10.1,10.61,0.67
0.25,-1,0.698131701,10.16,10.53,1.05
0.5,-1,0.698131701,10.25,10.47,1.45
0.75,-1,0.698131701,10.35,10.41,1.86
1,-1,0.698131701,10.47,10.38,2.27
1.25,-1,0.698131701,10.62,10.35,2.7
1.5,-1,0.698131701,10.78,10.35,3.13
1.75,-1,0.698131701,10.97,10.35,3.57
2,-1,0.698131701,11.18,10.38,4.03
-2,-1.25,0.698131701,10.12,11.6,-2.04
-1.75,-1.25,0.698131701,10.07,11.46,-1.71
-1.5,-1.25,0.698131701,10.04,11.32,-1.36
-1.25,-1.25,0.698131701,10.01,11.19,-1.02
-1,-1.25,0.698131701,10,11.06,-0.66
-0.75,-1.25,0.698131701,10.01,10.94,-0.3
-0.5,-1.25,0.698131701,10.03,10.83,0.07
-0.25,-1.25,0.698131701,10.07,10.73,0.45
0,-1.25,0.698131701,10.12,10.64,0.83
0.25,-1.25,0.698131701,10.2,10.56,1.22
0.5,-1.25,0.698131701,10.29,10.49,1.63
0.75,-1.25,0.698131701,10.4,10.43,2.04
1,-1.25,0.698131701,10.53,10.39,2.45
1.25,-1.25,0.698131701,10.68,10.36,2.88
1.5,-1.25,0.698131701,10.86,10.35,3.32
1.75,-1.25,0.698131701,11.05,10.35,3.77
2,-1.25,0.698131701,11.27,10.37,4.22
-2,-1.5,0.698131701,10.1,11.67,-1.89
-1.75,-1.5,0.698131701,10.06,11.52,-1.56
-1.5,-1.5,0.698131701,10.03,11.38,-1.21
-1.25,-1.5,0.698131701,10.01,11.24,-0.86
-1,-1.5,0.698131701,10.01,11.11,-0.5
-0.75,-1.5,0.698131701,10.02,10.99,-0.14
-0.5,-1.5,0.698131701,10.05,10.88,0.23
-0.25,-1.5,0.698131701,10.09,10.78,0.61
0,-1.5,0.698131701,10.15,10.68,1
0.25,-1.5,0.698131701,10.23,10.59,1.4
0.5,-1.5,0.698131701,10.33,10.52,1.8
0.75,-1.5,0.698131701,10.45,10.46,2.21
1,-1.5,0.698131701,10.59,10.41,2.64
1.25,-1.5,0.698131701,10.76,10.37,3.07
1.5,-1.5,0.698131701,10.94,10.35,3.51
1.75,-1.5,0.698131701,11.14,10.35,3.96
2,-1.5,0.698131701,11.37,10.36,4.42
-2,-1.75,0.698131701,10.08,11.73,-1.75
-1.75,-1.75,0.698131701,10.04,11.58,-1.41
-1.5,-1.75,0.698131701,10.02,11.44,-1.06
-1.25,-1.75,0.698131701,10.01,11.3,-0.71
-1,-1.75,0.698131701,10.01,11.17,-0.35
-0.75,-1.75,0.698131701,10.03,11.04,0.02
-0.5,-1.75,0.698131701,10.06,10.93,0.4
-0.25,-1.75,0.698131701,10.11,10.82,0.78
0,-1.75,0.698131701,10.19,10.72,1.17
0.25,-1.75,0.698131701,10.27,10.63,1.57
0.5,-1.75,0.698131701,10.38,10.55,1.98
0.75,-1.75,0.698131701,10.51,10.48,2.39
1,-1.75,0.698131701,10.66,10.43,2.82
1.25,-1.75,0.698131701,10.83,10.39,3.25
1.5,-1.75,0.698131701,11.02,10.36,3.7
1.75,-1.75,0.698131701,11.24,10.35,4.15
2,-1.75,0.698131701,11.48,10.35,4.62
-2,-2,0.698131701,10.06,11.8,-1.6
-1.75,-2,0.698131701,10.03,11.65,-1.26
-1.5,-2,0.698131701,10.01,11.5,-0.91
-1.25,-2,0.698131701,10,11.36,-0.55
-1,-2,0.698131701,10.01,11.23,-0.19
-0.75,-2,0.698131701,10.04,11.1,0.19
-0.5,-2,0.698131701,10.08,10.98,0.56
-0.25,-2,0.698131701,10.14,10.86,0.95
0,-2,0.698131701,10.22,10.76,1.34
0.25,-2,0.698131701,10.32,10.67,1.75
0.5,-2,0.698131701,10.44,10.58,2.16
0.75,-2,0.698131701,10.57,10.51,2.58
1,-2,0.698131701,10.73,10.45,3
1.25,-2,0.698131701,10.91,10.4,3.44
1.5,-2,0.698131701,11.11,10.37,3.89
1.75,-2,0.698131701,11.34,10.35,4.35
2,-2,0.698131701,11.58,10.35,4.82
-2,2,0.872664626,12.89,13.61,-3.83
-1.75,2,0.872664626,12.82,13.51,-3.52
-1.5,2,0.872664626,12.75,13.43,-3.21
-1.25,2,0.872664626,12.69,13.34,-2.9
-1,2,0.872664626,12.64,13.27,-2.58
-0.75,2,0.872664626,12.59,13.2,-2.25
-0.5,2,0.872664626,12.55,13.14,-1.92
-0.25,2,0.872664626,12.52,13.1,-1.58
0,2,0.872664626,12.5,13.06,-1.23
0.25,2,0.872664626,12.49,13.03,-0.88
0.5,2,0.872664626,12.49,13.01,-0.52
0.75,2,0.872664626,12.5,13,-0.15
1,2,0.872664626,12.52,13.01,0.23
1.25,2,0.872664626,12.56,13.03,0.61
1.5,2,0.872664626,12.61,13.06,1.01
1.75,2,0.872664626,12.67,13.11,1.41
2,2,0.872664626,12.76,13.18,1.82
-2,1.75,0.872664626,12.86,13.65,-3.7
-1.75,1.75,0.872664626,12.79,13.55,-3.39
-1.5,1.75,0.872664626,12.73,13.46,-3.08
-1.25,1.75,0.872664626,12.67,13.38,-2.76
-1,1.75,0.872664626,12.62,13.3,-2.44
-0.75,1.75,0.872664626,12.57,13.23,-2.11
-0.5,1.75,0.872664626,12.54,13.17,-1.77
-0.25,1.75,0.872664626,12.51,13.12,-1.43
0,1.75,0.872664626,12.49,13.07,-1.08
0.25,1.75,0.872664626,12.48,13.04,-0.72
0.5,1.75,0.872664626,12.49,13.01,-0.36
0.75,1.75,0.872664626,12.51,13,0.01
1,1.75,0.872664626,12.54,13,0.39
1.25,1.75,0.872664626,12.58,13.02,0.78
1.5,1.75,0.872664626,12.64,13.05,1.18
1.75,1.75,0.872664626,12.71,13.09,1.58
2,1.75,0.872664626,12.8,13.15,2
-2,1.5,0.872664626,12.83,13.7,-3.56
-1.75,1.5,0.872664626,12.76,13.6,-3.26
-1.5,1.5,0.872664626,12.7,13.5,-2.94
-1.25,1.5,0.872664626,12.64,13.41,-2.62
-1,1.5,0.872664626,12.6,13.33,-2.3
-0.75,1.5,0.872664626,12.55,13.26,-1.97
-0.5,1.5,0.872664626,12.52,13.19,-1.63
-0.25,1.5,0.872664626,12.5,13.14,-1.28
0,1.5,0.872664626,12.49,13.09,-0.93
0.25,1.5,0.872664626,12.49,13.05,-0.57
0.5,1.5,0.872664626,12.49,13.02,-0.2
0.75,1.5,0.872664626,12.52,13.01,0.17
1,1.5,0.872664626,12.55,13,0.56
1.25,1.5,0.872664626,12.6,13.01,0.95
1.5,1.5,0.872664626,12.66,13.03,1.35
1.75,1.5,0.872664626,12.74,13.07,1.76
2,1.5,0.872664626,12.84,13.12,2.18
-2,1.25,0.872664626,12.8,13.74,-3.43
-1.75,1.25,0.872664626,12.73,13.64,-3.12
-1.5,1.25,0.872664626,12.67,13.54,-2.81
-1.25,1.25,0.872664626,12.62,13.45,-2.48
-1,1.25,0.872664626,12.58,13.37,-2.16
-0.75,1.25,0.872664626,12.54,13.29,-1.82
-0.5,1.25,0.872664626,12.51,13.22,-1.48
-0.25,1.25,0.872664626,12.49,13.16,-1.13
0,1.25,0.872664626,12.49,13.11,-0.77
0.25,1.25,0.872664626,12.49,13.07,-0.41
0.5,1.25,0.872664626,12.5,13.03,-0.04
0.75,1.25,0.872664626,12.53,13.01,0.34
1,1.25,0.872664626,12.57,13,0.72
1.25,1.25,0.872664626,12.63,13.01,1.12
1.5,1.25,0.872664626,12.7,13.02,1.52
1.75,1.25,0.872664626,12.78,13.05,1.93
2,1.25,0.872664626,12.88,13.1,2.35
-2,1,0.872664626,12.77,13.79,-3.3
-1.75,1,0.872664626,12.71,13.68,-2.99
-1.5,1,0.872664626,12.65,13.58,-2.67
-1.25,1,0.872664626,12.6,13.49,-2.34
-1,1,0.872664626,12.56,13.4,-2.01
-0.75,1,0.872664626,12.53,13.32,-1.67
-0.5,1,0.872664626,12.5,13.25,-1.33
-0.25,1,0.872664626,12.49,13.19,-0.98
0,1,0.872664626,12.48,13.13,-0.62
0.25,1,0.872664626,12.49,13.08,-0.25
0.5,1,0.872664626,12.51,13.05,0.12
0.75,1,0.872664626,12.55,13.02,0.5
1,1,0.872664626,12.59,13.01,0.89
1.25,1,0.872664626,12.65,13,1.29
1.5,1,0.872664626,12.73,13.01,1.69
1.75,1,0.872664626,12.82,13.04,2.11
2,1,0.872664626,12.93,13.08,2.54
-2,0.75,0.872664626,12.74,13.84,-3.16
-1.75,0.75,0.872664626,12.68,13.73,-2.85
-1.5,0.75,0.872664626,12.63,13.63,-2.53
-1.25,0.75,0.872664626,12.58,13.53,-2.2
-1,0.75,0.872664626,12.54,13.44,-1.87
-0.75,0.75,0.872664626,12.52,13.36,-1.53
-0.5,0.75,0.872664626,12.5,13.28,-1.18
-0.25,0.75,0.872664626,12.49,13.21,-0.83
0,0.75,0.872664626,12.49,13.15,-0.46
0.25,0.75,0.872664626,12.5,13.1,-0.1
0.5,0.75,0.872664626,12.53,13.06,0.28
0.75,0.75,0.872664626,12.56,13.03,0.67
1,0.75,0.872664626,12.62,13.01,1.06
1.25,0.75,0.872664626,12.68,13,1.46
1.5,0.75,0.872664626,12.77,13.01,1.87
1.75,0.75,0.872664626,12.87,13.02,2.29
2,0.75,0.872664626,12.98,13.06,2.72
-2,0.5,0.872664626,12.72,13.88,-3.03
-1.75,0.5,0.872664626,12.66,13.77,-2.71
-1.5,0.5,0.872664626,12.61,13.67,-2.39
-1.25,0.5,0.872664626,12.57,13.57,-2.06
-1,0.5,0.872664626,12.53,13.48,-1.72
-0.75,0.5,0.872664626,12.51,13.39,-1.38
-0.5,0.5,0.872664626,12.49,13.31,-1.03
-0.25,0.5,0.872664626,12.48,13.24,-0.67
0,0.5,0.872664626,12.49,13.18,-0.31
0.25,0.5,0.872664626,12.51,13.12,0.07
0.5,0.5,0.872664626,12.54,13.08,0.45
0.75,0.5,0.872664626,12.58,13.04,0.83
1,0.5,0.872664626,12.64,13.02,1.23
1.25,0.5,0.872664626,12.72,13,1.63
1.5,0.5,0.872664626,12.81,13,2.05
1.75,0.5,0.872664626,12.91,13.02,2.47
2,0.5,0.872664626,13.04,13.04,2.9
-2,0.25,0.872664626,12.69,13.93,-2.89
-1.75,0.25,0.872664626,12.64,13.82,-2.57
-1.5,0.25,0.872664626,12.59,13.71,-2.24
-1.25,0.25,0.872664626,12.55,13.61,-1.91
-1,0.25,0.872664626,12.52,13.52,-1.57
-0.75,0.25,0.872664626,12.5,13.43,-1.23
-0.5,0.25,0.872664626,12.49,13.35,-0.87
-0.25,0.25,0.872664626,12.49,13.27,-0.51
0,0.25,0.872664626,12.5,13.2,-0.15
0.25,0.25,0.872664626,12.52,13.15,0.23
0.5,0.25,0.872664626,12.56,13.1,0.61
0.75,0.25,0.872664626,12.61,13.06,1
1,0.25,0.872664626,12.67,13.03,1.4
1.25,0.25,0.872664626,12.75,13.01,1.81
1.5,0.25,0.872664626,12.85,13,2.22
1.75,0.25,0.872664626,12.96,13.01,2.65
2,0.25,0.872664626,13.1,13.03,3.09
-2,0,0.872664626,12.67,13.98,-2.75
-1.75,0,0.872664626,12.61,13.87,-2.43
-1.5,0,0.872664626,12.57,13.76,-2.1
-1.25,0,0.872664626,12.53,13.66,-1.77
-1,0,0.872664626,12.51,13.56,-1.42
-0.75,0,0.872664626,12.49,13.47,-1.07
-0.5,0,0.872664626,12.48,13.38,-0.72
-0.25,0,0.872664626,12.49,13.3,-0.36
0,0,0.872664626,12.51,13.23,0.01
0.25,0,0.872664626,12.53,13.17,0.39
0.5,0,0.872664626,12.58,13.12,0.78
0.75,0,0.872664626,12.63,13.07,1.17
1,0,0.872664626,12.71,13.04,1.57
1.25,0,0.872664626,12.79,13.01,1.98
1.5,0,0.872664626,12.9,13,2.4
1.75,0,0.872664626,13.02,13,2.83
2,0,0.872664626,13.16,13.02,3.27
-2,-0.25,0.872664626,12.64,14.03,-2.61
-1.75,-0.25,0.872664626,12.59,13.92,-2.29
-1.5,-0.25,0.872664626,12.55,13.81,-1.96
-1.25,-0.25,0.872664626,12.52,13.7,-1.62
-1,-0.25,0.872664626,12.5,13.6,-1.27
-0.75,-0.25,0.872664626,12.49,13.51,-0.92
-0.5,-0.25,0.872664626,12.49,13.42,-0.56
-0.25,-0.25,0.872664626,12.5,13.34,-0.2
0,-0.25,0.872664626,12.52,13.26,0.18
0.25,-0.25,0.872664626,12.55,13.2,0.56
0.5,-0.25,0.872664626,12.6,13.14,0.94
0.75,-0.25,0.872664626,12.66,13.09,1.34
1,-0.25,0.872664626,12.74,13.05,1.75
1.25,-0.25,0.872664626,12.84,13.02,2.16
1.5,-0.25,0.872664626,12.95,13.01,2.59
1.75,-0.25,0.872664626,13.07,13,3.02
2,-0.25,0.872664626,13.22,13.01,3.46
-2,-0.5,0.872664626,12.62,14.08,-2.47
-1.75,-0.5,0.872664626,12.58,13.97,-2.14
-1.5,-0.5,0.872664626,12.54,13.85,-1.81
-1.25,-0.5,0.872664626,12.51,13.75,-1.47
-1,-0.5,0.872664626,12.49,13.64,-1.12
-0.75,-0.5,0.872664626,12.49,13.55,-0.77
-0.5,-0.5,0.872664626,12.49,13.46,-0.41
-0.25,-0.5,0.872664626,12.5,13.37,-0.04
0,-0.5,0.872664626,12.53,13.29,0.34
0.25,-0.5,0.872664626,12.57,13.22,0.72
0.5,-0.5,0.872664626,12.63,13.16,1.11
0.75,-0.5,0.872664626,12.69,13.11,1.51
1,-0.5,0.872664626,12.78,13.07,1.92
1.25,-0.5,0.872664626,12.88,13.03,2.34
1.5,-0.5,0.872664626,13,13.01,2.77
1.75,-0.5,0.872664626,13.13,13,3.21
2,-0.5,0.872664626,13.29,13.01,3.65
-2,-0.75,0.872664626,12.6,14.14,-2.33
-1.75,-0.75,0.872664626,12.56,14.02,-2
-1.5,-0.75,0.872664626,12.53,13.9,-1.66
-1.25,-0.75,0.872664626,12.5,13.79,-1.32
-1,-0.75,0.872664626,12.49,13.69,-0.97
-0.75,-0.75,0.872664626,12.49,13.59,-0.61
-0.5,-0.75,0.872664626,12.49,13.49,-0.25
-0.25,-0.75,0.872664626,12.51,13.41,0.12
0,-0.75,0.872664626,12.55,13.33,0.5
